period,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.weather,appCat.utilities,id
9,6.5,0.5833333333333334,0.5416666666666666,0.10363110755808973,4383.1450004577655,5.0,9.0,1102.305,1334.987,148.78199999999998,0.0,1448.1480000000001,0.0,148.627,1116.759,93.434,821.101,0.0,0.0,AS14.20
10,6.666666666666667,0.5555555555555556,0.5972222222222222,0.10883334927348935,3977.2460005283374,6.0,9.0,736.816,1201.638,148.78199999999998,0.0,1448.1480000000001,0.0,151.987,1116.759,93.434,821.101,0.0,0.0,AS14.20
11,7.0,0.5138888888888888,0.513888888888889,0.08843361296760417,5282.248999595644,2.0,9.0,890.402,1942.328,148.78199999999998,75.399,1500.048,0.0,71.009,1480.792,93.434,821.101,0.0,0.0,AS14.20
12,7.0,0.4138888888888889,0.48055555555555557,0.04015893007809571,5255.1499993801135,4.0,7.0,976.924,1592.7179999999998,176.25699999999998,75.399,1922.635,0.0,224.90500000000003,1153.33,93.434,0.0,0.0,0.0,AS14.20
13,7.0,0.34722222222222215,0.44722222222222224,0.0481134535485065,9158.705999135971,6.0,5.0,1207.942,2424.786,190.33999999999997,75.399,2340.827,0.0,224.90500000000003,1590.72,93.434,0.0,0.0,0.0,AS14.20
14,6.8,0.4472222222222222,0.6138888888888889,0.05294873821333662,9419.275999307632,6.0,2.0,1243.537,3307.698,267.705,75.399,1918.272,0.0,224.90500000000003,2165.48,93.434,0.0,0.0,0.0,AS14.20
15,7.25,0.5305555555555556,0.6972222222222223,0.04232163383623224,7744.512998580932,6.0,4.0,799.018,2592.0299999999997,118.92299999999999,75.399,2449.989,0.0,206.787,1380.2069999999999,0.0,0.0,0.0,0.0,AS14.20
16,7.75,0.5166666666666667,0.8083333333333332,0.04471135305183465,9222.555998563765,5.0,8.0,997.643,2855.26,367.774,75.399,2449.989,0.0,239.623,2387.82,0.0,0.0,0.0,0.0,AS14.20
17,7.0,0.47500000000000003,0.8083333333333332,0.045727299553892264,8370.11599946022,5.0,9.0,808.585,2755.339,491.762,0.0,1903.1860000000001,0.0,208.15400000000002,2354.3,0.0,0.0,0.0,0.0,AS14.20
18,7.5,0.4916666666666667,0.7999999999999999,0.039816025653277264,7731.724999189376,5.0,9.0,755.233,2733.163,464.287,0.0,1480.5990000000002,0.0,95.531,2354.3,0.0,0.0,0.0,0.0,AS14.20
19,6.8,0.39166666666666666,0.7666666666666666,0.03744159536672722,7759.559999704365,8.0,9.0,850.8610000000001,4288.501,450.204,49.692,1466.783,0.0,177.16,2022.122,0.0,0.0,0.0,0.0,AS14.20
20,6.8,0.2916666666666667,0.7000000000000001,0.0326063107018971,7474.3749995231665,8.0,8.0,789.3770000000001,3405.589,372.839,49.692,1505.768,0.0,177.16,1447.362,0.0,0.0,0.0,0.0,AS14.20
21,6.8,0.20833333333333334,0.6083333333333333,0.03287847680739655,6872.409999608997,8.0,8.0,723.153,3405.589,372.839,49.692,974.0509999999999,0.0,177.16,1443.3380000000002,0.0,0.0,0.0,0.0,AS14.20
22,6.8,0.16666666666666666,0.5416666666666666,0.039142335982214616,6039.445999622349,8.0,4.0,585.504,3563.741,148.125,49.692,974.0509999999999,0.0,147.081,571.2660000000001,0.0,0.0,0.0,0.0,AS14.20
23,7.2,0.15,0.5583333333333333,0.03627453762830515,4837.336999893191,8.0,4.0,498.733,2901.8419999999996,24.137,49.692,974.0509999999999,0.0,148.32199999999997,240.753,0.0,0.0,0.0,0.0,AS14.20
24,6.4,0.0,0.5,0.029522440634980097,6372.648999929432,6.0,5.0,750.002,3305.676,89.691,49.692,1470.946,0.0,107.04899999999999,560.5699999999999,0.0,39.18,0.0,0.0,AS14.20
25,6.75,0.0,0.48333333333333334,0.02293068764316325,2514.0909996032715,0.0,4.0,502.18899999999996,897.5609999999999,89.691,0.0,1066.57,0.0,25.42,469.991,0.0,39.18,0.0,0.0,AS14.20
26,7.5,0.0,0.5499999999999999,0.028975813228518735,5358.027000665665,0.0,4.0,563.443,3241.8679999999995,89.691,0.0,693.345,0.0,25.42,505.37,0.0,42.19,0.0,0.0,AS14.20
27,7.6,-0.06666666666666667,0.6166666666666667,0.05710081322851873,6116.654000759125,1.0,2.0,871.8389999999999,3524.4839999999995,89.691,0.0,693.345,0.0,210.848,518.723,0.0,42.19,0.0,0.0,AS14.20
28,7.4,-0.03333333333333333,0.65,0.04934715621015583,6136.560001850128,1.0,3.0,936.172,3444.529,80.337,0.0,693.345,0.0,210.752,1457.443,0.0,42.19,0.0,0.0,AS14.20
29,6.4,-0.10000000000000002,0.5499999999999999,0.058143417960179695,6125.262001752853,1.0,8.0,936.172,3444.529,80.337,0.0,693.345,0.0,199.476,1457.443,0.0,42.19,0.0,0.0,AS14.20
30,7.0,-0.08888888888888889,0.5388888888888889,0.06474119396585044,4738.722001314163,1.0,8.0,637.657,3170.7079999999996,26.848,0.0,196.45,0.0,211.526,1220.776,0.0,3.01,0.0,0.0,AS14.20
31,7.0,-0.12222222222222223,0.5222222222222223,0.06981984723785885,6123.722002983093,2.0,8.0,1101.69,3655.453,42.919,0.0,196.45,0.0,589.592,1289.018,0.0,3.01,0.0,0.0,AS14.20
32,7.0,-0.038888888888888896,0.3972222222222222,0.07107360590830508,3982.0860023498535,4.0,8.0,1220.409,1799.848,64.726,0.0,0.0,0.0,636.189,1313.902,0.0,0.0,0.0,0.0,AS14.20
33,7.0,0.11111111111111112,0.4222222222222222,0.04980045776015692,4514.072001695632,3.0,9.0,1025.5929999999998,2111.241,187.302,0.0,0.0,0.0,450.76099999999997,1760.662,0.0,0.0,0.0,0.0,AS14.20
34,6.8,0.07777777777777778,0.2888888888888889,0.0427121835615886,5295.46300125122,3.0,8.0,989.194,2107.453,172.519,0.0,0.0,0.0,474.87399999999997,1619.131,0.0,59.635,0.0,0.0,AS14.20
35,6.8,0.07777777777777778,0.32222222222222224,0.04259209598493779,8268.119000434875,3.0,2.0,1238.787,3238.318,372.914,0.0,561.0070000000001,0.0,520.894,2018.1480000000001,0.0,59.635,0.0,0.0,AS14.20
36,7.25,0.17500000000000002,0.39166666666666666,0.0341430219108637,8369.666000843048,3.0,1.0,1394.573,3141.437,378.92,0.0,561.0070000000001,0.0,508.844,2066.85,0.0,59.635,0.0,0.0,AS14.20
37,7.0,0.24166666666666667,0.425,0.03433172116572267,6891.1189994812,2.0,1.0,851.707,2656.692,362.84900000000005,0.0,561.0070000000001,0.0,130.77800000000002,1983.975,0.0,59.635,0.0,0.0,AS14.20
38,7.0,0.19166666666666665,0.45,0.03337186296216554,6183.801999092101,0.0,1.0,659.283,2167.9900000000002,341.04200000000003,0.0,561.0070000000001,0.0,84.18100000000001,1923.712,0.0,59.635,0.0,0.0,AS14.20
39,7.2,0.1416666666666667,0.35833333333333334,0.03202570382922495,4893.188999652863,0.0,0.0,545.703,1573.9810000000002,218.466,0.0,561.0070000000001,0.0,84.18100000000001,1463.599,0.0,59.635,0.0,0.0,AS14.20
40,6.75,0.1416666666666667,0.44166666666666665,0.03538258702432668,3392.1599991321564,0.0,0.0,413.53499999999997,1236.342,218.466,0.0,561.0070000000001,0.0,46.02,530.869,0.0,0.0,0.0,0.0,AS14.20
41,7.333333333333333,0.1416666666666667,0.5194444444444445,0.03227383396492662,419.503999948502,0.0,0.0,163.942,105.477,18.071,0.0,0.0,0.0,0.0,131.852,0.0,0.0,0.0,0.0,AS14.20
42,7.0,0.10000000000000002,0.39444444444444443,0.0380341563134675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.20
1,7.0,-0.08333333333333333,0.8166666666666668,0.3301652699296036,96192.9450008869,2.0,2.0,8060.755,30340.746,22753.854,0.0,1864.711,0.0,2045.5499999999997,29003.549,283.723,4673.039,0.0,24.218000000000004,AS14.23
2,7.0,0.016666666666666663,0.85,0.3358404686183682,94977.88899707793,2.0,1.0,7894.514,32836.217000000004,23062.509000000002,0.0,2027.546,0.0,1802.3759999999997,28341.119,289.74399999999997,1851.4920000000002,0.0,24.218000000000004,AS14.23
3,7.25,0.12499999999999999,0.9333333333333332,0.36570375615654765,69364.55399560928,1.0,1.0,8444.905999999999,29490.109,22589.991,0.0,5494.564,0.0,1858.4869999999999,1528.908,345.861,1701.2450000000001,0.0,3.016,AS14.23
4,7.0,0.15833333333333333,1.1666666666666667,0.37616727629378105,65796.26299357414,2.0,1.0,6529.92,28711.825,23744.748,0.0,6158.122,0.0,1624.917,780.651,306.776,1693.027,0.0,48.304,AS14.23
5,7.5,0.18333333333333335,1.3166666666666667,0.3941773772781801,60228.43999314309,3.0,1.0,6699.8009999999995,31906.955,14159.609,0.0,6833.468000000001,0.0,1415.2879999999998,1058.5729999999999,160.563,1443.089,0.0,48.304,AS14.23
6,7.5,0.225,1.4416666666666667,0.41188548458977065,58037.94399476051,2.0,0.0,7096.799,31067.601,12410.451,0.0,6780.063,141.805,609.821,1114.114,498.01300000000003,1765.713,0.0,83.48,AS14.23
7,7.0,0.18333333333333335,1.4000000000000001,0.43074042390012157,60218.92899537086,5.0,1.0,7576.701,32284.642999999996,11698.782,0.0,5339.512,141.805,607.0999999999999,1133.53,1660.815,850.2719999999999,0.0,105.57000000000001,AS14.23
8,7.0,0.16666666666666666,1.3666666666666665,0.4232651925644057,69226.64799833298,6.0,1.0,9434.591,34026.556,16052.06,0.0,5809.9529999999995,141.805,625.742,1184.1490000000001,1808.031,989.192,0.0,109.581,AS14.23
9,7.0,0.2916666666666667,1.2833333333333334,0.44770966399211787,70588.92399787903,7.0,2.0,9126.916000000001,37789.721999999994,17028.414,0.0,2443.956,141.805,512.201,1115.089,1807.1760000000002,865.1229999999999,0.0,109.581,AS14.23
10,6.5,0.4166666666666667,1.25,0.44328257374896274,69424.64699816704,7.0,2.0,8838.047,40054.794,15040.794,0.0,2203.397,141.805,472.41099999999994,592.385,1807.1760000000002,605.9,0.0,61.277,AS14.23
11,7.0,0.4583333333333333,1.0999999999999999,0.4299936068175809,66917.3640024662,11.0,2.0,7394.367,39172.754,15372.07,0.0,1565.6779999999999,141.805,446.94199999999995,514.277,1844.766,634.174,0.0,61.277,AS14.23
12,5.75,0.4166666666666667,0.8083333333333332,0.4084953947426213,67984.50500321388,13.0,3.0,7679.567,38379.828,17453.616,0.0,1439.181,0.0,462.51399999999995,571.158,2153.134,361.74,0.0,26.101,AS14.23
13,6.6,0.3666666666666667,0.7416666666666667,0.3686236964559526,70960.64100265503,10.0,2.0,7231.873,38106.455,14914.741,0.0,1274.564,0.0,476.431,1307.2069999999999,1076.1190000000001,387.13,0.0,33.168,AS14.23
14,7.2,0.21666666666666667,0.775,0.3721526283645999,65614.36600255966,9.0,2.0,5462.483,39384.019,10704.455,0.0,756.71,0.0,506.135,1345.6009999999999,922.882,248.21,0.0,29.157,AS14.23
15,7.0,0.049999999999999996,0.7416666666666667,0.3288665462053542,75830.22200345992,8.0,2.0,5802.058,36348.738,9590.89,0.0,13652.184000000001,0.0,697.441,1986.1109999999999,867.62,248.21,0.0,31.163,AS14.23
16,7.0,-0.008333333333333331,0.7416666666666667,0.3211591385183365,80919.21100378035,11.0,2.0,6139.838,40381.754,9292.725,0.0,13953.781,0.0,674.124,2010.478,1685.215,307.125,0.0,31.163,AS14.23
17,7.75,-0.049999999999999996,0.8083333333333332,0.3253368756751636,74128.79000020026,6.0,2.0,5439.027,35585.742,6986.469999999999,0.0,14518.664,0.0,769.701,1953.529,1749.946,572.281,0.0,31.163,AS14.23
18,7.2,0.09166666666666667,0.9333333333333332,0.3220520390087412,71482.06599736212,5.0,1.0,4570.384,34299.812,6921.246,0.0,14537.496000000001,0.0,863.954,1706.265,1082.042,582.76,0.0,31.163,AS14.23
19,7.061699699230259,0.08701654760746981,0.9897867589686139,0.33363352981028876,69266.17699551582,5.0,1.0,4739.763,35284.126,6185.888,0.0,19177.670000000002,0.0,759.967,985.59,1127.2089999999998,723.909,0.0,2.006,AS14.23
20,7.25,0.15368321427413648,0.9564534256352806,0.32322565924751906,69897.37299227715,6.0,1.0,7360.667,32044.556,5053.5289999999995,0.0,19963.966,1082.168,1131.513,907.616,1283.399,723.909,0.0,2.006,AS14.23
21,7.4,0.15368321427413648,0.9897867589686139,0.33894905831596667,57895.55899214746,8.0,0.0,6644.535,30111.538999999997,4498.367,0.0,7206.585000000001,5315.409,1074.711,766.684,1595.9289999999999,723.909,0.0,0.0,AS14.23
22,7.4,0.2536832142741365,1.0564534256352807,0.3613478992044212,58758.9499924183,4.0,0.0,7267.402,28650.377,4736.615,0.0,6838.729,7448.26,1438.28,826.572,840.706,807.289,0.0,0.0,AS14.23
23,7.6,0.3620165476074699,1.0564534256352807,0.3702000923986762,59641.552994251266,6.0,0.0,7513.862,29884.273,3325.592,0.0,6236.219000000001,8637.684,1441.43,848.5989999999999,710.223,586.811,0.0,166.96,AS14.23
24,7.75,0.26201654760746984,1.0564534256352807,0.3671261986997825,54393.7049970627,5.0,0.0,7173.5689999999995,27570.268,598.0,0.0,6351.023,8637.684,1429.958,837.7719999999999,710.223,634.874,0.0,183.019,AS14.23
25,7.75,0.31666666666666665,1.0666666666666667,0.4087633586130824,48674.79300022125,6.0,0.0,7404.599,24523.398,1834.328,0.0,1681.937,8637.684,1770.576,1386.3609999999999,537.109,472.087,0.0,190.07500000000002,AS14.23
26,7.2,0.25,1.0666666666666667,0.42413592456294413,46181.484001874924,5.0,0.0,4562.018,26502.838,2389.785,0.0,780.219,7555.516,1486.5529999999999,1418.6319999999998,380.91900000000004,480.541,0.0,190.07500000000002,AS14.23
27,6.2,0.2833333333333333,0.9666666666666667,0.42682791605163195,56197.658002614975,6.0,0.0,7283.995,31314.484,3074.187,0.0,541.105,5157.33,1484.428,925.477,194.69299999999998,484.13300000000004,0.0,198.341,AS14.23
28,7.0,0.11666666666666665,0.9,0.386396683452585,53616.59400296211,8.0,0.0,8691.936,26389.253,3321.1929999999998,0.0,471.815,4744.088,1672.123,841.2220000000001,137.334,1205.208,0.0,198.341,AS14.23
29,7.4,0.049999999999999996,0.9,0.40583089179987897,58060.93300294877,7.0,1.0,8905.638,29413.939,3121.213,0.0,474.823,5791.646,1877.862,1670.8400000000001,201.615,1223.471,0.0,31.381,AS14.23
30,7.8,0.016666666666666663,0.9333333333333332,0.4121645858144594,66878.42700457573,8.0,1.0,11335.187,33015.315,3155.598,0.0,341.18699999999995,7403.321,1839.3870000000002,2968.102,201.615,1171.616,0.0,26.363,AS14.23
31,7.5,-0.15,0.9333333333333332,0.38807033874607444,67024.44900536537,9.0,1.0,10649.663,35454.887,2324.305,0.0,291.46799999999996,7407.334,1529.896,2410.58,324.17,1192.547,0.0,19.307000000000002,AS14.23
32,7.0,-0.11666666666666665,0.9333333333333332,0.380711719911708,72225.9120016098,11.0,2.0,12325.866,37203.925,2648.217,0.0,291.46799999999996,7407.334,1906.075,2470.855,378.45500000000004,1303.951,0.0,29.398,AS14.23
33,7.6,-0.18333333333333335,1.0333333333333334,0.37690207400169046,70792.59299969673,10.0,4.0,9845.472,33508.803,5157.651,0.0,1732.799,10800.794999999998,3950.943,2924.979,345.653,1337.824,0.0,32.231,AS14.23
34,7.4,-0.21666666666666667,1.0666666666666667,0.39962279765177827,67938.96999979019,10.0,4.0,7783.972,33998.037,6731.79,0.0,1445.349,9081.186,3367.352,3239.322,340.64,461.04200000000003,0.0,32.231,AS14.23
35,9.0,-0.3833333333333333,1.0666666666666667,0.39037069607476793,66904.81699848175,11.0,3.0,7537.408,35061.725,7316.647,0.0,1442.341,6844.204,3010.6139999999996,3704.937,270.342,376.867,0.0,32.231,AS14.23
36,7.650944259248815,-0.3964848174940987,1.0374532913340067,0.3875836134940301,72205.40399909018,10.0,3.0,5532.1050000000005,42825.222,9537.909,0.0,1442.341,5232.5289999999995,2919.1009999999997,2844.965,362.429,439.045,0.0,44.328,AS14.23
37,7.650944259248815,-0.35963630165486404,1.0415732493346799,0.3864025842051458,74646.90799784659,8.0,3.0,5390.808,42253.648,9609.568,0.0,1441.331,8307.58,2887.9739999999997,2804.006,528.869,375.887,0.0,44.328,AS14.23
38,7.650944259248815,-0.3727877858156294,1.045693207335353,0.4195358982475801,64494.16200232506,6.0,2.0,3838.385,36371.428,8716.668,0.0,1441.331,8307.58,2324.3779999999997,2828.2850000000003,474.584,256.029,0.0,34.237,AS14.23
39,7.650944259248815,-0.38593926997639477,1.0498131653360265,0.39390057104193366,48470.396004199974,4.0,0.0,2856.6910000000003,33850.47,5662.8279999999995,0.0,0.0,3079.064,137.97899999999998,2360.19,381.082,218.564,0.0,23.138,AS14.23
1,6.6,-0.016666666666666673,0.5333333333333333,0.11072584875663384,37954.021000862114,25.0,13.0,19167.798,19062.112,1084.618,0.0,1043.336,622.966,1150.292,10802.486,294.028,0.0,139.665,4.123,AS14.25
2,6.4,0.0,0.39999999999999997,0.09566031424778443,37697.99400019646,27.0,11.0,18602.813,18994.182,1084.618,0.0,880.7850000000001,274.81,1059.967,10600.869,225.477,0.0,133.52,4.123,AS14.25
3,6.5,-0.041666666666666664,0.3666666666666667,0.0922408203600118,32334.46600151062,20.0,10.0,18103.663,17950.573,23.124,0.0,350.7710000000001,150.44799999999998,905.673,8718.609,180.234,0.0,114.967,0.0,AS14.25
4,7.2,-0.049999999999999996,0.3833333333333333,0.08593782924003139,33284.34100174904,26.0,12.0,16847.189,20210.833,60.439,0.0,316.49100000000004,240.24,872.491,7156.749,108.501,0.0,98.89699999999999,0.0,AS14.25
5,6.5,-0.008333333333333331,0.3,0.08035205128720756,44394.51600265503,26.0,5.0,7202.487999999999,27115.942000000003,60.439,0.0,275.75800000000004,643.547,923.7819999999999,8805.151,293.93600000000004,0.0,98.89699999999999,0.0,AS14.25
6,6.25,-0.016666666666666673,0.19999999999999998,0.08521362283054401,54937.61000108718,27.0,18.0,10008.985,34840.972,60.439,0.0,285.79300000000006,623.412,1069.465,8548.510999999999,451.236,0.0,98.89699999999999,0.0,AS14.25
7,7.5,-0.075,0.13333333333333333,0.1047972668574535,55261.619002342224,29.0,18.0,9981.892,34061.437,60.439,0.0,152.409,593.8149999999999,1626.407,9337.694,451.236,0.0,45.237,0.0,AS14.25
8,6.8,-0.17500000000000002,0.09999999999999999,0.09421985412892843,53500.099004268646,24.0,18.0,10113.112,32673.075,60.439,0.0,214.54999999999998,593.8149999999999,1619.805,8694.343,488.415,0.0,90.805,0.0,AS14.25
9,7.4,-0.20000000000000004,0.2333333333333333,0.09586603452463756,58413.62700223923,28.0,27.0,10840.225999999999,33536.613,60.439,0.0,541.723,593.8149999999999,1594.283,11398.666,1112.422,0.0,109.187,0.0,AS14.25
10,8.25,-0.19166666666666665,0.3,0.09959697221983636,62354.924003124244,31.0,24.0,14959.679,33923.591,0.0,0.0,559.793,520.283,1538.887,11157.421,1135.405,0.0,104.154,0.0,AS14.25
11,6.5,-0.27499999999999997,0.3,0.09195595276972642,53401.262001037605,32.0,28.0,14980.552000000001,29280.964,0.0,0.0,559.793,178.65,1560.579,7289.156,949.97,0.0,113.28099999999999,0.0,AS14.25
12,6.0,-0.43333333333333335,0.3,0.0939621308552203,51545.916002750404,35.0,14.0,13675.284,28755.361,0.0,0.0,675.412,178.65,1454.9489999999998,7347.834,1421.818,0.0,154.578,0.0,AS14.25
13,6.25,-0.3499999999999999,0.25833333333333336,0.07714480230689647,53108.074000835426,31.0,14.0,14821.02,29299.968,1186.037,0.0,1670.625,155.512,905.276,5998.834000000001,1421.818,0.0,243.79,0.0,AS14.25
14,7.0,-0.26666666666666666,0.425,0.10104548247780602,54500.54999995232,34.0,14.0,14577.177000000001,29196.028,1186.037,0.0,1608.484,155.512,843.853,8306.666000000001,1384.6390000000001,0.0,191.191,0.0,AS14.25
15,9.25,-0.19999999999999998,0.4583333333333333,0.08964060473770101,48478.943000555046,29.0,4.0,13107.94,28048.499,1186.037,187.268,1526.923,165.671,757.3629999999999,5353.8330000000005,674.405,50.439,139.63600000000002,0.0,AS14.25
16,7.2,-0.24166666666666667,0.35833333333333334,0.08857661173002078,50307.10099864006,32.0,8.0,10610.766,31969.061,1498.6280000000002,187.268,2059.832,76.877,1002.582,5080.159,674.556,50.439,167.817,0.0,AS14.25
17,6.0,-0.35833333333333334,0.25833333333333336,0.0897474106280924,52672.605998754494,38.0,14.0,10878.023,34399.542,2188.999,187.268,2496.08,14.178,1150.431,3933.549,689.472,50.439,176.485,0.0,AS14.25
18,6.2,-0.024999999999999984,0.19166666666666665,0.09354168167485766,56193.62799692154,36.0,16.0,16917.395,34566.279,2472.012,187.268,2370.426,14.178,1277.782,3268.675,203.69400000000002,50.439,140.255,0.0,AS14.25
19,7.0,-0.15,0.3,0.09886074398756972,60295.52599620819,54.0,16.0,17125.685,37749.068,1285.975,187.268,1232.8390000000002,190.57999999999998,1429.08,5359.8369999999995,411.76300000000003,50.439,66.122,0.0,AS14.25
20,6.5,-0.35833333333333334,0.13333333333333333,0.09328974217923326,59172.103996515274,59.0,18.0,17847.861,38176.815,1285.975,187.268,1404.009,199.65099999999998,1528.354,3070.302,800.0360000000001,50.439,66.122,0.0,AS14.25
21,8.0,-0.39999999999999997,-0.033333333333333326,0.09946699646254814,67280.11099600792,61.0,18.0,21246.717,40727.379,1624.374,31.148,1236.4840000000002,189.492,1540.363,5191.177,800.0360000000001,0.0,66.122,0.0,AS14.25
22,7.2,-0.26666666666666666,0.0,0.09654230412221103,62007.51199555398,52.0,15.0,19664.396,34294.134,4027.334,31.148,1663.784,187.48499999999999,1333.375,5187.096,2098.445,0.0,79.22800000000001,0.0,AS14.25
23,6.666666666666667,-0.2333333333333333,0.09999999999999999,0.09466257744580431,58323.742996454246,51.0,5.0,19049.157,32111.707000000002,3336.963,31.148,1424.7350000000001,464.16999999999996,1080.52,4703.561,2083.529,0.0,77.512,0.0,AS14.25
24,6.992137913028099,-0.4155470408168691,0.19509985727130608,0.0901155133167005,59070.93699765207,46.0,3.0,12077.596,30711.805,4433.221,31.148,2254.4049999999997,565.734,1347.8670000000002,5796.997,2054.141,2403.134,124.679,0.0,AS14.25
25,6.8,-0.3155470408168691,0.12843319060463942,0.0872807704260038,57224.03899836541,26.0,4.0,11275.993,29180.802,5546.344,71.605,4176.773999999999,394.386,1328.645,3619.486,1846.0720000000001,2403.134,115.624,0.0,AS14.25
26,7.0,-0.1905470408168691,0.21176652393797277,0.07302638446109151,53838.45599722863,15.0,2.0,10089.652,25965.578,5720.885,71.60499999999999,4382.058,385.315,1291.523,3874.726,1561.512,2403.134,128.735,0.0,AS14.25
1,8.0,0.10833333333333334,0.39999999999999997,,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
2,8.2,-0.00833333333333334,0.39999999999999997,,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
3,7.2,0.033333333333333326,0.4666666666666666,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
4,7.0,0.16666666666666666,0.5,,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
5,6.6,0.13333333333333333,0.4666666666666666,,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
6,6.4,0.16666666666666666,0.43333333333333335,,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
7,6.8,0.09999999999999999,0.3666666666666667,,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
8,6.75,0.25833333333333336,0.24166666666666667,,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
9,8.0,0.425,0.3416666666666666,,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
10,6.75,0.325,0.27499999999999997,,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
11,6.75,0.3,0.30833333333333335,,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
12,6.4,0.3,0.30833333333333335,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
13,6.4,0.3333333333333333,0.20833333333333334,,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
14,6.6,0.17500000000000002,0.19999999999999998,,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
15,6.6,0.1416666666666667,0.06666666666666667,,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
16,7.75,0.30833333333333335,0.2333333333333333,,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AS14.26
17,7.0,0.23333333333333336,0.2333333333333333,0.0682161723288343,6149.781000375752,9.0,1.0,627.954,734.802,189.519,0.0,0.0,0.0,91.954,4758.654,0.0,0.0,3.024,0.0,AS14.26
18,7.4,0.3,0.3,0.0666203111398774,12274.891000270847,11.0,1.0,1771.748,1819.5990000000002,363.815,0.0,0.0,0.0,138.317,8381.748,0.0,0.0,53.409,0.0,AS14.26
19,6.8,0.3333333333333333,0.3666666666666667,0.07781456124344123,20899.042999029163,11.0,5.0,4424.977,2431.696,363.815,0.0,0.0,132.97899999999998,195.719,13783.114000000001,0.0,0.0,53.409,0.0,AS14.26
20,6.8,0.39999999999999997,0.3666666666666667,0.07983471878505524,24426.15999984742,12.0,6.0,25483.450999999997,2879.308,363.815,0.0,0.0,132.97899999999998,261.123,16220.285,0.0,149.882,53.409,0.0,AS14.26
21,6.0,0.26666666666666666,0.3,0.08017095873090387,30528.4380004406,3.0,5.0,27062.852,5173.991,363.815,0.0,0.0,132.97899999999998,303.388,18855.626,107.875,149.882,53.409,0.0,AS14.26
22,7.2,0.19999999999999998,0.26666666666666666,0.0796231235632819,40991.005000829704,3.0,12.0,31608.055999999997,8356.313,363.815,0.0,0.0,132.97899999999998,357.11199999999997,25058.872,107.875,149.882,53.409,0.0,AS14.26
23,8.0,0.39999999999999997,0.43333333333333335,0.10421784091093657,38031.0000011921,3.0,12.0,42528.922,8679.864,174.296,0.0,0.0,132.97899999999998,307.618,21953.614999999998,107.875,149.882,50.385,0.0,AS14.26
24,8.0,0.43333333333333335,0.5333333333333333,0.09885829201415959,39035.70500087738,1.0,12.0,41752.772999999994,8466.757,64.279,0.0,0.0,132.97899999999998,324.709,24067.79,107.875,149.882,0.0,23.082,AS14.26
25,6.4,0.36666666666666664,0.4666666666666666,0.097821315311991,38128.792002677925,1.0,8.0,39940.263999999996,9966.802,254.822,0.0,0.0,0.0,309.734,23213.905,107.875,149.882,0.0,45.194,AS14.26
26,7.25,0.4166666666666667,0.6,0.10137642379606256,42185.82900381088,0.0,7.0,25450.650999999998,12152.556,254.822,0.0,0.0,0.0,290.581,23116.845,107.875,2.009,6.219,45.194,AS14.26
